zone;day;week;climatic_year;ror_hydro_gen
france;218;218;1987;86.503
france;218;218;1988;95.437
france;218;218;1989;66.047
france;218;218;1990;67.498
france;218;218;1991;73.245
france;218;218;1992;67.811
france;218;218;1993;77.847
france;218;218;1994;79.166
france;218;218;1995;92.182
france;218;218;1996;76.022
france;218;218;1997;89.133
france;218;218;1998;71.621
france;218;218;1999;72.544
france;218;218;2000;102.59
france;218;218;2001;101.297
france;218;218;2002;76.807
france;218;218;2003;62.959
france;218;218;2004;96.727
france;218;218;2005;79.989
france;218;218;2006;80.325
france;218;218;2007;81.569
france;218;218;2008;78.175
france;218;218;2009;70.337
france;218;218;2010;79.4
france;218;218;2011;63.9
france;218;218;2012;60.969
france;218;218;2013;94.259
france;218;218;2014;133.432
france;218;218;2015;53.851
france;218;218;2016;89.312
france;218;218;2017;66.006
france;219;219;1982;97.114
france;219;219;1983;82.869
france;219;219;1984;78.315
france;219;219;1985;95.542
france;219;219;1986;75.132
france;219;219;1987;83.897
france;219;219;1988;93.644
france;219;219;1989;64.431
france;219;219;1990;67.083
france;219;219;1991;71.81
france;219;219;1992;66.812
france;219;219;1993;76.469
france;219;219;1994;78.494
france;219;219;1995;89.039
france;219;219;1996;74.854
france;219;219;1997;91.22
france;219;219;1998;71.331
france;219;219;1999;73.592
france;219;219;2000;103.894
france;219;219;2001;101.148
france;219;219;2002;80.19
france;219;219;2003;62.637
france;219;219;2004;96.78
france;219;219;2005;77.748
france;219;219;2006;79.408
france;219;219;2007;72.314
france;219;219;2008;76.874
france;219;219;2009;70.038
france;219;219;2010;77.802
france;219;219;2011;71.107
france;219;219;2012;67.56
france;219;219;2013;90.418
france;219;219;2014;126.611
france;219;219;2015;55.409
france;219;219;2016;89.102
france;219;219;2017;65.459
france;220;220;1982;96.892
france;220;220;1983;81.596
france;220;220;1984;78.081
france;220;220;1985;93.539
france;220;220;1986;74.319
france;220;220;1987;81.671
france;220;220;1988;91.477
france;220;220;1989;70.097
france;220;220;1990;66.477
france;220;220;1991;64.454
france;220;220;1992;66.067
france;220;220;1993;75.098
france;220;220;1994;77.441
france;220;220;1995;92.925
france;220;220;1996;78.188
france;220;220;1997;91.7
france;220;220;1998;70.65
france;220;220;1999;70.291
france;220;220;2000;103.246
france;220;220;2001;100.608
france;220;220;2002;81.397
france;220;220;2003;62.471
france;220;220;2004;91.958
france;220;220;2005;75.838
france;220;220;2006;77.26
france;220;220;2007;115.945
france;220;220;2008;69.921
france;220;220;2009;76.609
france;220;220;2010;75.917
france;220;220;2011;74.993
france;220;220;2012;70.795
france;220;220;2013;94.186
france;220;220;2014;112.385
france;220;220;2015;69.834
france;220;220;2016;87.575
france;220;220;2017;58.088
france;221;221;1982;97.678
france;221;221;1983;80.157
france;221;221;1984;83.22
france;221;221;1985;90.534
france;221;221;1986;73.923
france;221;221;1987;80.32
france;221;221;1988;89.388
france;221;221;1989;70.363
france;221;221;1990;65.722
france;221;221;1991;63.212
france;221;221;1992;62.893
france;221;221;1993;73.616
france;221;221;1994;74.347
france;221;221;1995;94.265
france;221;221;1996;78.452
france;221;221;1997;90.071
france;221;221;1998;69.873
france;221;221;1999;72.526
france;221;221;2000;100.393
france;221;221;2001;102.082
france;221;221;2002;78.403
france;221;221;2003;62.227
france;221;221;2004;89.385
france;221;221;2005;74.19
france;221;221;2006;73.577
france;221;221;2007;137.536
france;221;221;2008;68.814
france;221;221;2009;75.93
france;221;221;2010;74.111
france;221;221;2011;74.753
france;221;221;2012;70.515
france;221;221;2013;106.904
france;221;221;2014;110.052
france;221;221;2015;61.896
france;221;221;2016;85.835
france;221;221;2017;64.253
france;222;222;1982;95.553
france;222;222;1983;79.019
france;222;222;1984;84.33
france;222;222;1985;88.125
france;222;222;1986;73.059
france;222;222;1987;79.503
france;222;222;1988;87.547
france;222;222;1989;65.719
france;222;222;1990;64.945
france;222;222;1991;66.465
france;222;222;1992;105.422
france;222;222;1993;73.23
france;222;222;1994;69.687
france;222;222;1995;93.945
france;222;222;1996;76.409
france;222;222;1997;85.203
france;222;222;1998;69.129
france;222;222;1999;78.937
france;222;222;2000;96.378
france;222;222;2001;102.328
france;222;222;2002;101.049
france;222;222;2003;61.947
france;222;222;2004;82.04
france;222;222;2005;69.369
france;222;222;2006;71.582
france;222;222;2007;140.741
france;222;222;2008;71.125
france;222;222;2009;73.452
france;222;222;2010;72.619
france;222;222;2011;73.847
france;222;222;2012;69.683
france;222;222;2013;107.067
france;222;222;2014;105.166
france;222;222;2015;68.356
france;222;222;2016;84.315
france;222;222;2017;73.914
france;223;223;1982;92.42
france;223;223;1983;77.251
france;223;223;1984;85.482
france;223;223;1985;86.097
france;223;223;1986;72.209
france;223;223;1987;78.477
france;223;223;1988;85.977
france;223;223;1989;66.025
france;223;223;1990;64.177
france;223;223;1991;66.964
france;223;223;1992;52.576
france;223;223;1993;72.037
france;223;223;1994;72.633
france;223;223;1995;96.183
france;223;223;1996;73.879
france;223;223;1997;90.47
france;223;223;1998;68.421
france;223;223;1999;82.71
france;223;223;2000;92.273
france;223;223;2001;101.285
france;223;223;2002;105.071
france;223;223;2003;61.641
france;223;223;2004;85.739
france;223;223;2005;63.105
france;223;223;2006;70.264
france;223;223;2007;134.781
france;223;223;2008;71.975
france;223;223;2009;73.591
france;223;223;2010;71.514
france;223;223;2011;72.636
france;223;223;2012;68.795
france;223;223;2013;102.443
france;223;223;2014;107.695
france;223;223;2015;72.735
france;223;223;2016;82.876
france;223;223;2017;75.466
france;224;224;1982;89.32
france;224;224;1983;77.253
france;224;224;1984;85.356
france;224;224;1985;81.842
france;224;224;1986;83.033
france;224;224;1987;77.607
france;224;224;1988;84.978
france;224;224;1989;67.231
france;224;224;1990;63.497
france;224;224;1991;67.074
france;224;224;1992;60.974
france;224;224;1993;70.913
france;224;224;1994;76.053
france;224;224;1995;97.286
france;224;224;1996;86.805
france;224;224;1997;77.287
france;224;224;1998;67.875
france;224;224;1999;88.126
france;224;224;2000;88.714
france;224;224;2001;99.534
france;224;224;2002;104.426
france;224;224;2003;61.363
france;224;224;2004;81.134
france;224;224;2005;62.258
france;224;224;2006;71.922
france;224;224;2007;128.486
france;224;224;2008;73.561
france;224;224;2009;73.066
france;224;224;2010;71.532
france;224;224;2011;71.515
france;224;224;2012;67.908
france;224;224;2013;97.859
france;224;224;2014;108.626
france;224;224;2015;70.497
france;224;224;2016;81.573
france;224;224;2017;74.331
france;225;225;1982;89.786
france;225;225;1983;77.709
france;225;225;1984;84.972
france;225;225;1985;81.726
france;225;225;1986;90.769
france;225;225;1987;76.885
france;225;225;1988;87.038
france;225;225;1989;67.608
france;225;225;1990;63.277
france;225;225;1991;66.502
france;225;225;1992;62.222
france;225;225;1993;70.13
france;225;225;1994;76.962
france;225;225;1995;100.261
france;225;225;1996;88.949
france;225;225;1997;81.026
france;225;225;1998;67.474
france;225;225;1999;90.14
france;225;225;2000;84.196
france;225;225;2001;97.809
france;225;225;2002;100.878
france;225;225;2003;61.198
france;225;225;2004;86.604
france;225;225;2005;63.49
france;225;225;2006;66.944
france;225;225;2007;121.221
france;225;225;2008;80.645
france;225;225;2009;72.198
france;225;225;2010;71.918
france;225;225;2011;69.867
france;225;225;2012;67.282
france;225;225;2013;93.743
france;225;225;2014;127.781
france;225;225;2015;69.631
france;225;225;2016;80.268
france;225;225;2017;73.371
france;226;226;1982;87.843
france;226;226;1983;77.648
france;226;226;1984;84.068
france;226;226;1985;81.659
france;226;226;1986;89.213
france;226;226;1987;75.911
france;226;226;1988;87.181
france;226;226;1989;67.545
france;226;226;1990;62.468
france;226;226;1991;66.209
france;226;226;1992;61.963
france;226;226;1993;67.555
france;226;226;1994;76.43
france;226;226;1995;102.046
france;226;226;1996;86.966
france;226;226;1997;81.38
france;226;226;1998;67.201
france;226;226;1999;89.697
france;226;226;2000;82.178
france;226;226;2001;96.278
france;226;226;2002;96.359
france;226;226;2003;61.106
france;226;226;2004;91.691
france;226;226;2005;64.19
france;226;226;2006;71.025
france;226;226;2007;112.618
france;226;226;2008;91.589
france;226;226;2009;71.247
france;226;226;2010;85.094
france;226;226;2011;69.097
france;226;226;2012;66.517
france;226;226;2013;90.325
france;226;226;2014;132.222
france;226;226;2015;59.658
france;226;226;2016;78.959
france;226;226;2017;72.381
france;227;227;1982;92.834
france;227;227;1983;77.425
france;227;227;1984;83.048
france;227;227;1985;80.633
france;227;227;1986;86.25
france;227;227;1987;75.212
france;227;227;1988;86.445
france;227;227;1989;67.58
france;227;227;1990;62.076
france;227;227;1991;65.761
france;227;227;1992;60.824
france;227;227;1993;66.252
france;227;227;1994;75.808
france;227;227;1995;101.59
france;227;227;1996;87.421
france;227;227;1997;80.265
france;227;227;1998;66.749
france;227;227;1999;87.964
france;227;227;2000;80.237
france;227;227;2001;95.343
france;227;227;2002;91.219
france;227;227;2003;61.167
france;227;227;2004;93.027
france;227;227;2005;65.395
france;227;227;2006;64.719
france;227;227;2007;107.478
france;227;227;2008;91.664
france;227;227;2009;70.246
france;227;227;2010;93.029
france;227;227;2011;69.626
france;227;227;2012;65.522
france;227;227;2013;87.41
france;227;227;2014;130.467
france;227;227;2015;74.876
france;227;227;2016;77.718
france;227;227;2017;71.563
france;228;228;1982;93.046
france;228;228;1983;77.499
france;228;228;1984;81.989
france;228;228;1985;79.683
france;228;228;1986;83.471
france;228;228;1987;74.388
france;228;228;1988;85.989
france;228;228;1989;67.202
france;228;228;1990;62.642
france;228;228;1991;65.195
france;228;228;1992;60.104
france;228;228;1993;66.234
france;228;228;1994;74.962
france;228;228;1995;99.234
france;228;228;1996;86.912
france;228;228;1997;78.812
france;228;228;1998;66.355
france;228;228;1999;116.711
france;228;228;2000;78.727
france;228;228;2001;91.559
france;228;228;2002;86.502
france;228;228;2003;61.533
france;228;228;2004;90.635
france;228;228;2005;65.966
france;228;228;2006;73.334
france;228;228;2007;110.517
france;228;228;2008;101.326
france;228;228;2009;69.297
france;228;228;2010;92.982
france;228;228;2011;69.686
france;228;228;2012;64.748
france;228;228;2013;84.917
france;228;228;2014;124.683
france;228;228;2015;79.497
france;228;228;2016;76.585
france;228;228;2017;70.546
france;229;229;1982;94.913
france;229;229;1983;76.664
france;229;229;1984;81.116
france;229;229;1985;79.245
france;229;229;1986;73.228
france;229;229;1987;74.498
france;229;229;1988;86.303
france;229;229;1989;67.937
france;229;229;1990;62.875
france;229;229;1991;64.574
france;229;229;1992;60.424
france;229;229;1993;66.927
france;229;229;1994;76.996
france;229;229;1995;91.442
france;229;229;1996;83.836
france;229;229;1997;77.499
france;229;229;1998;66.01
france;229;229;1999;116.204
france;229;229;2000;77.221
france;229;229;2001;91.725
france;229;229;2002;82.545
france;229;229;2003;60.996
france;229;229;2004;87.634
france;229;229;2005;66.138
france;229;229;2006;77.116
france;229;229;2007;107.424
france;229;229;2008;104.485
france;229;229;2009;68.357
france;229;229;2010;95.893
france;229;229;2011;69.361
france;229;229;2012;64.533
france;229;229;2013;82.734
france;229;229;2014;119.014
france;229;229;2015;80.435
france;229;229;2016;75.769
france;229;229;2017;69.306
france;230;230;1982;96.33
france;230;230;1983;76.462
france;230;230;1984;80.059
france;230;230;1985;78.586
france;230;230;1986;76.282
france;230;230;1987;76.08
france;230;230;1988;86.113
france;230;230;1989;68.606
france;230;230;1990;62.889
france;230;230;1991;63.936
france;230;230;1992;60.516
france;230;230;1993;67.14
france;230;230;1994;77.408
france;230;230;1995;89.152
france;230;230;1996;80.389
france;230;230;1997;74.813
france;230;230;1998;63.329
france;230;230;1999;112.943
france;230;230;2000;75.996
france;230;230;2001;92.049
france;230;230;2002;79.326
france;230;230;2003;62.148
france;230;230;2004;76.274
france;230;230;2005;66.319
france;230;230;2006;77.106
france;230;230;2007;102.643
france;230;230;2008;102.94
france;230;230;2009;67.411
france;230;230;2010;99.246
france;230;230;2011;68.776
france;230;230;2012;64.461
france;230;230;2013;81.195
france;230;230;2014;111.949
france;230;230;2015;80.583
france;230;230;2016;74.641
france;230;230;2017;69.274
france;231;231;1982;95.118
france;231;231;1983;75.797
france;231;231;1984;78.615
france;231;231;1985;77.981
france;231;231;1986;85.191
france;231;231;1987;77.524
france;231;231;1988;84.922
france;231;231;1989;68.277
france;231;231;1990;62.761
france;231;231;1991;63.346
france;231;231;1992;60.473
france;231;231;1993;67.094
france;231;231;1994;76.736
france;231;231;1995;86.958
france;231;231;1996;77.461
france;231;231;1997;73.094
france;231;231;1998;64.267
france;231;231;1999;108.874
france;231;231;2000;75.185
france;231;231;2001;93.257
france;231;231;2002;76.887
france;231;231;2003;62.529
france;231;231;2004;77.725
france;231;231;2005;66.568
france;231;231;2006;83.987
france;231;231;2007;99.499
france;231;231;2008;99.084
france;231;231;2009;66.527
france;231;231;2010;96.025
france;231;231;2011;68.211
france;231;231;2012;64.138
france;231;231;2013;80.262
france;231;231;2014;105.483
france;231;231;2015;80.367
france;231;231;2016;74.086
france;231;231;2017;69.64
france;232;232;1982;98.128
france;232;232;1983;75.727
france;232;232;1984;77.599
france;232;232;1985;77.463
france;232;232;1986;87.17
france;232;232;1987;77.615
france;232;232;1988;83.649
france;232;232;1989;68.559
france;232;232;1990;62.463
france;232;232;1991;62.778
france;232;232;1992;60.135
france;232;232;1993;66.852
france;232;232;1994;75.681
france;232;232;1995;85.22
france;232;232;1996;75.557
france;232;232;1997;70.952
france;232;232;1998;64.488
france;232;232;1999;104.361
france;232;232;2000;73.819
france;232;232;2001;97.448
france;232;232;2002;73.697
france;232;232;2003;63.931
france;232;232;2004;84.819
france;232;232;2005;68.422
france;232;232;2006;87.878
france;232;232;2007;84.984
france;232;232;2008;99.073
france;232;232;2009;65.72
france;232;232;2010;91.442
france;232;232;2011;67.585
france;232;232;2012;63.777
france;232;232;2013;79.427
france;232;232;2014;98.738
france;232;232;2015;79.255
france;232;232;2016;73.557
france;232;232;2017;69.488
france;233;233;1982;98.514
france;233;233;1983;74.7
france;233;233;1984;76.978
france;233;233;1985;76.765
france;233;233;1986;86.577
france;233;233;1987;77.077
france;233;233;1988;90.585
france;233;233;1989;67.81
france;233;233;1990;62.198
france;233;233;1991;62.276
france;233;233;1992;56.611
france;233;233;1993;66.553
france;233;233;1994;74.538
france;233;233;1995;84.027
france;233;233;1996;74.069
france;233;233;1997;68.289
france;233;233;1998;64.52
france;233;233;1999;101.166
france;233;233;2000;72.572
france;233;233;2001;98.784
france;233;233;2002;75.072
france;233;233;2003;63.073
france;233;233;2004;99.063
france;233;233;2005;96.808
france;233;233;2006;88.47
france;233;233;2007;90.09
france;233;233;2008;98.17
france;233;233;2009;65.079
france;233;233;2010;88.234
france;233;233;2011;67.029
france;233;233;2012;63.483
france;233;233;2013;78.369
france;233;233;2014;94.964
france;233;233;2015;76.983
france;233;233;2016;73.705
france;233;233;2017;69.097
france;234;234;1982;96.569
france;234;234;1983;67.864
france;234;234;1984;75.334
france;234;234;1985;76.089
france;234;234;1986;84.366
france;234;234;1987;76.26
france;234;234;1988;92.256
france;234;234;1989;68.059
france;234;234;1990;61.943
france;234;234;1991;61.852
france;234;234;1992;58.093
france;234;234;1993;66.436
france;234;234;1994;73.344
france;234;234;1995;80.609
france;234;234;1996;110.497
france;234;234;1997;67.083
france;234;234;1998;65.78
france;234;234;1999;97.281
france;234;234;2000;68.812
france;234;234;2001;97.536
france;234;234;2002;73.081
france;234;234;2003;63.317
france;234;234;2004;101.861
france;234;234;2005;109.811
france;234;234;2006;86.481
france;234;234;2007;92.881
france;234;234;2008;95.755
france;234;234;2009;64.411
france;234;234;2010;84.58
france;234;234;2011;64.392
france;234;234;2012;63.053
france;234;234;2013;77.274
france;234;234;2014;84.604
france;234;234;2015;74.569
france;234;234;2016;73.459
france;234;234;2017;68.491
france;235;235;1982;88.81
france;235;235;1983;70.138
france;235;235;1984;72.234
france;235;235;1985;75.165
france;235;235;1986;87.862
france;235;235;1987;77.119
france;235;235;1988;90.49
france;235;235;1989;68.73
france;235;235;1990;61.666
france;235;235;1991;61.675
france;235;235;1992;59.237
france;235;235;1993;74.51
france;235;235;1994;72.554
france;235;235;1995;79.137
france;235;235;1996;77.369
france;235;235;1997;66.232
france;235;235;1998;65.618
france;235;235;1999;93.044
france;235;235;2000;70.015
france;235;235;2001;95.763
france;235;235;2002;71.475
france;235;235;2003;63.045
france;235;235;2004;100.491
france;235;235;2005;114.012
france;235;235;2006;83.702
france;235;235;2007;93.555
france;235;235;2008;92.627
france;235;235;2009;63.774
france;235;235;2010;81.411
france;235;235;2011;65.089
france;235;235;2012;62.743
france;235;235;2013;76.229
france;235;235;2014;84.067
france;235;235;2015;62.446
france;235;235;2016;74.057
france;235;235;2017;67.793
france;236;236;1982;85.976
france;236;236;1983;68.538
france;236;236;1984;64.935
france;236;236;1985;74.366
france;236;236;1986;88.11
france;236;236;1987;91.954
france;236;236;1988;88.166
france;236;236;1989;68.712
france;236;236;1990;61.484
france;236;236;1991;61.482
france;236;236;1992;59.384
france;236;236;1993;74.838
france;236;236;1994;73.204
france;236;236;1995;79.149
france;236;236;1996;81.168
france;236;236;1997;65.878
france;236;236;1998;64.748
france;236;236;1999;89.03
france;236;236;2000;71.308
france;236;236;2001;94.086
france;236;236;2002;68.244
france;236;236;2003;62.778
france;236;236;2004;96.814
france;236;236;2005;109.348
france;236;236;2006;81.859
france;236;236;2007;91.801
france;236;236;2008;93.66
france;236;236;2009;63.282
france;236;236;2010;78.884
france;236;236;2011;64.919
france;236;236;2012;62.478
france;236;236;2013;77.114
france;236;236;2014;82.381
france;236;236;2015;70.673
france;236;236;2016;74.295
france;236;236;2017;67.277
france;237;237;1982;83.504
france;237;237;1983;69.818
france;237;237;1984;48.668
france;237;237;1985;116.218
france;237;237;1986;87.228
france;237;237;1987;106.439
france;237;237;1988;85.751
france;237;237;1989;68.259
france;237;237;1990;61.012
france;237;237;1991;61.194
france;237;237;1992;59.709
france;237;237;1993;74.086
france;237;237;1994;74.689
france;237;237;1995;79.357
france;237;237;1996;80.932
france;237;237;1997;64.575
france;237;237;1998;65.21
france;237;237;1999;85.994
france;237;237;2000;71.2
france;237;237;2001;92.327
france;237;237;2002;57.256
france;237;237;2003;63.224
france;237;237;2004;132.187
france;237;237;2005;106.791
france;237;237;2006;81.823
france;237;237;2007;89.347
france;237;237;2008;92.647
france;237;237;2009;65.916
france;237;237;2010;77.586
france;237;237;2011;64.198
france;237;237;2012;62.169
france;237;237;2013;76.468
france;237;237;2014;80.657
france;237;237;2015;71.922
france;237;237;2016;74.076
france;237;237;2017;66.888
france;238;238;1982;81.064
france;238;238;1983;70.501
france;238;238;1984;59.202
france;238;238;1985;121.501
france;238;238;1986;91.636
france;238;238;1987;114.977
france;238;238;1988;83.739
france;238;238;1989;67.628
france;238;238;1990;61.38
france;238;238;1991;60.924
france;238;238;1992;59.595
france;238;238;1993;72.269
france;238;238;1994;75.081
france;238;238;1995;79.465
france;238;238;1996;81.154
france;238;238;1997;56.248
france;238;238;1998;65.48
france;238;238;1999;83.284
france;238;238;2000;70.642
france;238;238;2001;90.462
france;238;238;2002;58.245
france;238;238;2003;63.296
france;238;238;2004;138.241
france;238;238;2005;102.348
france;238;238;2006;80.887
france;238;238;2007;86.326
france;238;238;2008;89.762
france;238;238;2009;65.902
france;238;238;2010;75.429
france;238;238;2011;45.651
france;238;238;2012;67.131
france;238;238;2013;77.586
france;238;238;2014;77.648
france;238;238;2015;71.302
france;238;238;2016;73.513
france;238;238;2017;66.265
france;239;239;1982;94.245
france;239;239;1983;69.819
france;239;239;1984;63.804
france;239;239;1985;118.253
france;239;239;1986;96.35
france;239;239;1987;118.019
france;239;239;1988;82.321
france;239;239;1989;68.696
france;239;239;1990;60.86
france;239;239;1991;60.667
france;239;239;1992;59.613
france;239;239;1993;83.194
france;239;239;1994;74.823
france;239;239;1995;79.571
france;239;239;1996;80.086
france;239;239;1997;55.344
france;239;239;1998;65.525
france;239;239;1999;81.405
france;239;239;2000;67.778
france;239;239;2001;89.145
france;239;239;2002;61.685
france;239;239;2003;63.05
france;239;239;2004;140.884
france;239;239;2005;97.753
france;239;239;2006;80.392
france;239;239;2007;83.485
france;239;239;2008;86.062
france;239;239;2009;66.562
france;239;239;2010;72.338
france;239;239;2011;49.63
france;239;239;2012;68.943
france;239;239;2013;77.762
france;239;239;2014;77.83
france;239;239;2015;65.933
france;239;239;2016;72.907
france;239;239;2017;65.604
france;240;240;1982;98.329
france;240;240;1983;70.047
france;240;240;1984;65.879
france;240;240;1985;111.289
france;240;240;1986;95.216
france;240;240;1987;119.323
france;240;240;1988;80.731
france;240;240;1989;68.988
france;240;240;1990;61.275
france;240;240;1991;60.433
france;240;240;1992;59.563
france;240;240;1993;82.471
france;240;240;1994;74.317
france;240;240;1995;82.392
france;240;240;1996;114.024
france;240;240;1997;43.881
france;240;240;1998;65.499
france;240;240;1999;81.218
france;240;240;2000;65.937
france;240;240;2001;87.349
france;240;240;2002;72.479
france;240;240;2003;63.171
france;240;240;2004;134.845
france;240;240;2005;92.956
france;240;240;2006;92.12
france;240;240;2007;81.154
france;240;240;2008;82.836
france;240;240;2009;66.098
france;240;240;2010;74.214
france;240;240;2011;59.229
france;240;240;2012;68.437
france;240;240;2013;76.8
france;240;240;2014;77.398
france;240;240;2015;65.351
france;240;240;2016;72.424
france;240;240;2017;65.082
france;241;241;1982;97.52
france;241;241;1983;71.621
france;241;241;1984;67.592
france;241;241;1985;104.04
france;241;241;1986;93.405
france;241;241;1987;116.297
france;241;241;1988;80.36
france;241;241;1989;69.189
france;241;241;1990;61.553
france;241;241;1991;60.221
france;241;241;1992;58.746
france;241;241;1993;83.742
france;241;241;1994;73.65
france;241;241;1995;84.32
france;241;241;1996;122.285
france;241;241;1997;42.368
france;241;241;1998;65.369
france;241;241;1999;80.666
france;241;241;2000;68.76
france;241;241;2001;86.222
france;241;241;2002;74.232
france;241;241;2003;69.217
france;241;241;2004;126.131
france;241;241;2005;88.987
france;241;241;2006;99.864
france;241;241;2007;101.456
france;241;241;2008;80.089
france;241;241;2009;65.497
france;241;241;2010;75.729
france;241;241;2011;63.148
france;241;241;2012;64.504
france;241;241;2013;76.4
france;241;241;2014;77.057
france;241;241;2015;64.78
france;241;241;2016;72.103
france;241;241;2017;64.404
france;242;242;1982;93.974
france;242;242;1983;72.072
france;242;242;1984;66.925
france;242;242;1985;97.63
france;242;242;1986;91.271
france;242;242;1987;108.841
france;242;242;1988;80.725
france;242;242;1989;68.791
france;242;242;1990;42.61
france;242;242;1991;59.996
france;242;242;1992;55.15
france;242;242;1993;81.949
france;242;242;1994;72.954
france;242;242;1995;85.008
france;242;242;1996;118.318
france;242;242;1997;62.923
france;242;242;1998;65.137
france;242;242;1999;79.273
france;242;242;2000;69.792
france;242;242;2001;105.145
france;242;242;2002;72.053
france;242;242;2003;73.217
france;242;242;2004;116.865
france;242;242;2005;85.6
france;242;242;2006;101.9
france;242;242;2007;100.234
france;242;242;2008;77.691
france;242;242;2009;64.955
france;242;242;2010;75.625
france;242;242;2011;63.838
france;242;242;2012;63.254
france;242;242;2013;75.879
france;242;242;2014;77.593
france;242;242;2015;63.97
france;242;242;2016;71.833
france;242;242;2017;64.531
france;243;243;1982;91.189
france;243;243;1983;72.204
france;243;243;1984;66.432
france;243;243;1985;92.487
france;243;243;1986;88.441
france;243;243;1987;100.895
france;243;243;1988;84.047
france;243;243;1989;68.038
france;243;243;1990;51.51
france;243;243;1991;57.387
france;243;243;1992;59.427
france;243;243;1993;79.407
france;243;243;1994;72.475
france;243;243;1995;84.523
france;243;243;1996;108.844
france;243;243;1997;66.147
france;243;243;1998;64.835
france;243;243;1999;78.126
france;243;243;2000;86.574
france;243;243;2001;110.368
france;243;243;2002;71.352
france;243;243;2003;75.844
france;243;243;2004;108.252
france;243;243;2005;82.76
france;243;243;2006;101.726
france;243;243;2007;100.268
france;243;243;2008;75.546
france;243;243;2009;64.378
france;243;243;2010;75.975
france;243;243;2011;64.125
france;243;243;2012;68.361
france;243;243;2013;75.062
france;243;243;2014;77.179
france;243;243;2015;62.855
france;243;243;2016;71.339
france;243;243;2017;70.515
france;244;244;1982;90.386
france;244;244;1983;82.684
france;244;244;1984;66.17
france;244;244;1985;88.725
france;244;244;1986;85.4
france;244;244;1987;94.958
france;244;244;1988;82.688
france;244;244;1989;66.498
france;244;244;1990;59.53
france;244;244;1991;46.046
france;244;244;1992;66.792
france;244;244;1993;76.81
france;244;244;1994;73.611
france;244;244;1995;83.025
france;244;244;1996;105.269
france;244;244;1997;66.385
france;244;244;1998;64.476
france;244;244;1999;76.7
france;244;244;2000;70.369
france;244;244;2001;108.469
france;244;244;2002;71.47
france;244;244;2003;76.016
france;244;244;2004;101.321
france;244;244;2005;80.428
france;244;244;2006;98.521
france;244;244;2007;97.752
france;244;244;2008;73.901
france;244;244;2009;59.415
france;244;244;2010;75.246
france;244;244;2011;64.108
france;244;244;2012;76.97
france;244;244;2013;74.145
france;244;244;2014;76.502
france;244;244;2015;62.509
france;244;244;2016;70.956
france;244;244;2017;71.917
france;245;245;1982;88.815
france;245;245;1983;87.029
france;245;245;1984;66.119
france;245;245;1985;85.61
france;245;245;1986;82.583
france;245;245;1987;90.656
france;245;245;1988;72.746
france;245;245;1989;65.663
france;245;245;1990;62.394
france;245;245;1991;47.976
france;245;245;1992;80.013
france;245;245;1993;74.535
france;245;245;1994;87.43
france;245;245;1995;81.305
france;245;245;1996;99.592
france;245;245;1997;72.454
france;245;245;1998;63.292
france;245;245;1999;75.372
france;245;245;2000;71.55
france;245;245;2001;107.719
france;245;245;2002;60.496
france;245;245;2003;74.082
france;245;245;2004;95.528
france;245;245;2005;78.321
france;245;245;2006;94.053
france;245;245;2007;94.748
france;245;245;2008;72.343
france;245;245;2009;60.919
france;245;245;2010;74.255
france;245;245;2011;63.253
france;245;245;2012;80.131
france;245;245;2013;73.257
france;245;245;2014;75.585
france;245;245;2015;50.323
france;245;245;2016;70.634
france;245;245;2017;73.192
france;246;246;1982;86.283
france;246;246;1983;89.61
france;246;246;1984;66.159
france;246;246;1985;83.75
france;246;246;1986;80.181
france;246;246;1987;87.646
france;246;246;1988;97.846
france;246;246;1989;65.388
france;246;246;1990;63.038
france;246;246;1991;51.477
france;246;246;1992;87.815
france;246;246;1993;72.727
france;246;246;1994;91.723
france;246;246;1995;80.212
france;246;246;1996;87.689
france;246;246;1997;74.369
france;246;246;1998;61.193
france;246;246;1999;54.741
france;246;246;2000;73.488
france;246;246;2001;104.556
france;246;246;2002;67.012
france;246;246;2003;72.309
france;246;246;2004;90.78
france;246;246;2005;76.574
france;246;246;2006;89.264
france;246;246;2007;91.242
france;246;246;2008;71.987
france;246;246;2009;62.71
france;246;246;2010;73.149
france;246;246;2011;63.5
france;246;246;2012;81.49
france;246;246;2013;72.39
france;246;246;2014;74.576
france;246;246;2015;48.407
france;246;246;2016;70.358
france;246;246;2017;68.795
france;247;247;1982;83.866
france;247;247;1983;88.946
france;247;247;1984;66.503
france;247;247;1985;83.38
france;247;247;1986;78.276
france;247;247;1987;85.806
france;247;247;1988;101.271
france;247;247;1989;65.25
france;247;247;1990;63.199
france;247;247;1991;53.501
france;247;247;1992;85.21
france;247;247;1993;71.338
france;247;247;1994;91.393
france;247;247;1995;79.436
france;247;247;1996;85.146
france;247;247;1997;76.523
france;247;247;1998;59.984
france;247;247;1999;58.815
france;247;247;2000;74.055
france;247;247;2001;105.541
france;247;247;2002;78.316
france;247;247;2003;69.274
france;247;247;2004;86.503
france;247;247;2005;75.018
france;247;247;2006;85.265
france;247;247;2007;88.405
france;247;247;2008;67.951
france;247;247;2009;61.269
france;247;247;2010;72.003
france;247;247;2011;73.151
france;247;247;2012;77.404
france;247;247;2013;71.613
france;247;247;2014;73.53
france;247;247;2015;48.772
france;247;247;2016;70.087
france;247;247;2017;71.071
